sentiment,tweet
1,just got back from getting groceries.had a black and white mocha from Hasting's. and ONE white powdered donut.bought an orange bucket. 
1,about to get tipsy 
0,"@mannu_bits   , but many ways it resembles you...."
1,"@Kaypearl I'm one of the 6 people using Gtalk, so I should have no problems "
1,Man Chuck E Cheese on a Sunday gave me a headache.... Julie  
0,I really miss my old phone  I feel like I'm missing something.
0,"man it be young ass girls walkin the streets late nite , where the fck is the parent it after midnite, this shit is rediculous.. sad "
1,im on spam mode tonight.. sorry. 
1,"Medieval Times tonight with the teens...I have never been, this should be interesting "
1,chilling with my NUmber one girl...     my sister 
0,Does anybody know how I can see &quot; everyone&quot; ?It seems they changed the format and have to do a search now....  
0,@rocketgirl13 care team works with family members 
1,"Coming off a wonderful weekend - very few things beat warm, sunny days in Chicago. "
1,@RichieInLondon its okay not to know anything about golf! 
0,"Will seriously, never have another ABC shot again. My throat is completely fucked, sound like a man "
0,no knockouts tonight    i like go home sleep
0,@elianarod think the Blockheads would agree with me tho. 
1,Recording @ 6 30!!! www.myspace.com/kryllband 
0,"Has skipped out of Weightwatchers today, really just couldnt b assed &amp; that rain has just tipped me over the edge "
0,"@yeahtucker omg, I agree, otherwise  we will no longer be able to use &quot;girls and Tucker&quot; "
0,"good morning. breakfast, dr appointment, maybe a lil napskie in between and then work "
0,I am feeling extremely sneezy today! 
1,@TheLastDoctor I like this version so much better. Well you could just give me some sort of weapon as I'm very good at scaring people off 
1,"http://obscura-photography.blogspot.com/ New event photos by Obscura. Yep, I blog now. Its to up street cred. "
1,"@gardensatnight oh, my pal mandy drives one of those so i don't hate them cuz i love her.  the older contours are WAY uglier though!"
1,decided  give myself 6 mth c wat happs  then .................
0,@Tanmitcheboo im not off until next weekend  
1,@kingboola naw that's ok I'm ok with my cobweb status 
0,@mazzitm yeah that's what im like too it sucks! i have to go to the bank too i could do without the hassle 
1,@perezrevenge what a perfect description - LOL  But who of us isnt scared of our younger photos? I know I am!;)
0,im really bored at the moment!!!!!! 
1,GOODNIGHT EVERYONE!  SEE YA IN A BIT! DON'T FORGET TO CHECK OUT @VOOXNARD! ALSO www.victoryoutreachoxnard.org
0,ahhh wish I was at the kiss concert right now seeing TAYLOR MOMSEN...ashley tiz...and jesse   
0,not doing so good... 
0,@MadelynReynolds and I meeting up with @justinmjohns rt now! ...headed down to Newport Beach in a bit. Where's @Vogelpedia ?? 
1,@nosulragal It is a pleasure being stalked by you 
1,@fran386 Good luck in your biology exam! 
1,"@create4you LMBO, a huge no-no in Twitterland or elsewhere but ICAM!  ;o  http://www.netlingo.com  RU keeping up?  teh heh  How ru hon?  "
1,@DavidArchie never seen SIS set as jampacked as it was a while ago.. you are taking manila by storm!!! Goodluck archie 
1,These bars Rock!!  Dead Sea Black Mineral Mud Bars ...  http://bit.ly/YRixY
0,@emperorliu aw you changed it 
1,"well, my computer is down. Guess that's a good reason to start buying more parts  http://bit.ly/edz5W"
0,"@trixietraci well depending on when you leave I'll go, have to work til 10:30am though "
1,hell yeahhh!! nuggets owed tonight!! 
1,@daves_cornbread oh oh oh! need to try urself some dave my friend!! look them up on youtube or somethin. Promise ull enjoy! 
0,says got a funny feeling.. u dont love me anymore..  http://plurk.com/p/yu0e1
1,@nadiaparry bet your loving the you time 
1,"So, I often ask myself- is this real? And it seams my answer continues to be yes... That makes me love my life. (Most of the time) !! "
1,@_xotashhh Now I'm dying for moreee. 
1,From triangle to rectangle. Someonnnneeeeee please kill me! This is ridiculous. Haha good analogy mellly 
0,They're Back! My spots are back  ouch
0,NINJA tomorrow! CAN'T FUCKING WAIT! Hopefully we get some damn sunshine 
1,got back from awesome weekend in raleigh  bout to go to bed and then...i have to clean tomorrow. need to pee...
1,@Supersham87 WWDC will still be a blast even if Apple never unveil the 3rd-gen iPhone. 
0,@crowderband Wishing I could come to Student Life tomorrow. Haven't seen ya'll in about 3-4 years.  
0,Listening to Earthatics channel on YouTube. Note self. Caffeine late at night=NO SLEEP 
0,"My month really sucks in SD... gloomy, cloudy, and misting... makes me SAD "
0,i would be if i didnt have tickets for transformers tonight!! the only night i'm not free... 
0,@LostTribe but sad about the Doctor... 
0,G had to work today.. BOOHOO  but now I can get some research done for my paper! I'll holla! x0x0xâ¥â¥
1,"@christyheins My mom is a fan, so Neil was part of my childhood. At work I listen to more 80s  "
1,@mimiparadise dont u love that feelin of seein &quot;his&quot; name on the caller id or hearin his ringtone??? chills lol im witchu ma 
1,@Sion71 shining here 
0,eh bored hair dye smells really funny  it also gives headaches 
0,wants a redo on mother's day  The flu was NOT on my wishlist
0,@PlasticSpastic_ haha it is really  you do love the old twilight :-D
1,"@PillowTalkToys aw damnnnnn sorry bout your accident, dont forget your back hurts alot and you have mental stress "
1,"@JudgeJeanine Yeah my birthday is right after yours.. well on the 6th. i do agree with you, it was nice to have family here with me too "
1,New blog post on Technology Budget and Redeployment - includes my super secret planning tool  http://henrythiele.blogspot.com/
0,Hello from my sofa. Massive spider in my room and mam can't get it out and as I'm terrified I'm sacrificing sleep for the near future... 
0,Ran out of cinnamon orbit and thus am forced to chew big red for the time being. Just. Not. The. Same. 
0,is gutted that she only has 3 days left with her baby b4 he goes to the army 
0,Can not study...what's wrong wit me ?? 
0,"@MaritzaNicole it was doing the same thing to me ! i think its a bug they have to fix, i was getting super frustrated ahha. "
0,i'm terribly tired 
0,@bekasaur  what's up?? 
0,I'm so tired..for hard work.. 
0,@keigee omg you're sick too?!  is that why you're not going on friday  I love you! Get better &lt;3 xoxoxox
0,I need 2 light bulbs!!! They are burned out 
1,My friends are incredibly AWESOME!!! Every single one of them. 
0,When Palm Pre will hits Europe??? 
1,your style and your photo's are great and beautiful.. respect!  http://lookbook.nu/look/156645
1,Great photos from one of the Art Brut shows last week are here. I'm even in a couple of them  http://tinyurl.com/n7oyar
0,"Root canal for abcessed roots  With drugs pain is nearly faded. Need week to let &quot;drain&quot;, then Monday for packing. Are we having fun yet?"
1,last day of school then SUMMER 09! hopefully some big things will pop up for me! 
0,i am really mad i still dont uunderstand what went wrong 
0,Another blistering hot day in Edinburgh...I have very naff sunburn going on 
1,"@sunshinehollyyy Bahahahaha, it's pretty obvious, EVERYONE is cooler than me, especially you Holly, you're too cool for school. "
1,Willing to bet money on the epic failure of a nearby web startup 
1,@brodyjenner http://twitpic.com/6teus - follow me i'll follow you back 
0,Farrah Fawcett died from cancer today.  Bummer. Prayers to her son and Ryan O'Neal.
1,@astynes Aw no it'll still be cool!! 
1,There are so many polls re % of support for same-sex marriage. Where are the polls with % of support for straight marriage? I support it 
1,@AJQ_10 yeah u too nice to talk to sum1 from the UK  Best Wishes xoxo
1,Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! 
1,@amy_becker i love you. 
0,i hate the rain 
1,@JanetDamitaJo Bonjour! How are you? I wish you to have a wonderful day 
1,so excited about tomorrow!! 
1,Coffee and ice cream until its time to clean up the party at work.   
1,Going to work... laterss! 
0,My teef 'urt 
0,Drunk. In Brisbane. Unfortunately going home tomorrow 
0,i miss my friends and family 
1,@ciararyandreams ohh i know the alien could distract the boys while the poodle who has invisibility powers sneaks in and grabs 2 copies 
1,I fast forwarded the movie and it's now finished. 
1,excited about spending another fun-filled day with my bfff tomorrow. 
1,i just got through swimming. hahahahahaha. i almost &quot;drowneded&quot; my iPod while i was listening to @mitchelmusso songs. 
1,@hanaames its alright ill do a retake in the summer  Im too much of a stoner to be in uni lol
0,http://twitpic.com/8778u - I love these two! The best friends I could ask for... miss them so much! 
1,@gfalcone601 Maybe she's voting too many times? 
0,"@damiella Oh yeah, just two, Shanahan can't make it!  Boooo! But I'm sure we'll suffice! "
1,@ home tired from my day at pride 
0,With sewks @ dave &amp; buster's.. Washing @chrisreg &amp; @monkeylove.. Hahaha!! @youngflame is the best.A8 yea chris beat me in racing sooo wat 
0,my tummy hurts 
0,"I want to hook 2 of those up with my computer, bit my dad won't let me  http://twitpic.com/7wc97"
1,@adrey i eat a bags with like 12 apples in 2 days... seriously im going 2drop my friend off at work then ill buy apples so convenient! 
0,i have an ipod nano i never use.tut for the love of all things Apple 
0,"Midnight, I am still in outside because of the fire alarm  "
1,@_CrC_  @colorblindfish @ebassman u guys are making me hungry! 
0,I enjoyed the &quot;illegal lmao bon fire with the class of 'o9! it was soo much fun! Cant believe we ran out of Magic! (NBA Finals)... 
1,had a good night last night  going to see my nan  seeing the guys later (Y) good day x10
1,"Great day full of favorite things: perfect weather, art supplies and ice cream that looked so good I took a picture with my cell phone. "
0,fighting with the girlfriend  it not fair
0,My hair stylist canceled b/c she's sick but I REALLY need a cut. Do I cheat on her? It's not like she hacked up my hair. She's just sick 
0,Just applied for the Examiner.com .. lord help us all 
0,bored as hell 
1,@sam_smart Never mind... any chance you could pick em up for me   p.s. do you want to go to rowan's birthday party 2moz? X
0,Been on the phone with verizon for an hour and a half now 
0,@barbd00 still waiting on dr's call? 
1,@damygeebo LOL! Why of course 
1,"i come lui  oh my gosh, what am I doing?!"
0,@LYYSSSA im sad  how are you dear?
1,"@cornbreadturner it was fucking awesome, I eagerly await a sequel "
1,AWESOME day on the lake. perfect weather. my dad killed me tubing. tomarrow? mini cheer camp for 4-8 yr olds. im excited.its a BLASTTT 
0,"My thumb, D: it burnssssss. "
0,is super embarrassed that she was 2 nervous 2 sing  messd it up! Ugh!
1,@ktea43 hello! You there? I sent you an email a couple of weeks ago 
0,"hates the agonizing, excruciating, and unbearable pain of the prick of a needle...  http://plurk.com/p/11wenq"
0,I want my Peachy Surprise Jamba Juice 
0,Eric i said hickups. I love you! Sorry. I'm in a crack head mood. It sucks when your friend is at work 
1,"I love this john mayer's song, is beautiful, check It out "
1,another visit from zoe along with eathan and gabe 
0,It's 2:30 am and I can't sleep. Ugh 
0,@Idristwilight You can post HAN when you want. It's great! I am still working on TLD though. I got a little distracted so sorry. 
0,i want my car back! 
1,@LIZabeth_M i love you lizzy lutfy!  play date again ASAP since i leave in a week!!!
0,"@PaulaAbdul Poor David and his family, Im praying for them. Whatever their religion hope people are praying for them "
0,@Flaxxxen Haha. That actually makes me really sad. 
0,i think i lost my blackberry 
1,"@Attitudegrrrl Hahaha!    Yes, they really are!  Gorgeous shoes, and I loved all the colors and embellishments in the collections."
1,@JordanPretty that is cool! 
0,"@jessicaranda aku pgn bgt ka kesanaaaa! Haha  hm not the hard ones, english&amp;religion.."
1,"Lots of fun at SL Podshock meet-up last night! Nice folks. By rights, I should probably have a massive hang-over "
